predictor,column,n,spearman_raw,p_raw,spearman_route_centered,p_route_centered
loop total force share,loop_force_share_delta,240,0.9238276706192814,3.1400697786992896e-101,0.8061650375874579,3.6673969913948575e-56
loop boundary force share,loop_boundary_force_share_delta,240,-0.19100678831229703,0.0029681473337689556,-0.02993801975728745,0.6444543751441987
loop bottom force share,loop_bottom_force_share_delta,240,-0.28034774909286614,1.037560753436887e-05,-0.12857167659160745,0.04662504712579494
loop side force share,loop_side_force_share_delta,240,0.4617571485616068,4.455614395598113e-14,0.25881959756245765,4.948547896661855e-05
loop conduit force share,loop_conduit_force_share_delta,240,0.8960094793312382,7.009968752020475e-86,0.6616868348408825,1.3321423639764167e-31
loop height centroid,loop_force_weighted_z_delta,240,0.18893817601000013,0.003300751855363331,0.20834563100053816,0.0011682285270614916
loop radial centroid,loop_force_weighted_r_delta,240,-0.08632267921318076,0.1825933445402953,0.02979218389208145,0.6460683917664123
loop vertical entropy,loop_z_entropy_delta,240,0.21834320040278474,0.0006590106692455305,0.048331568256393335,0.45610488948390215
top-5 force share,top5_force_share_delta,240,-0.7087501519123595,6.270410355298319e-38,-0.37549523429226195,1.8774705476864535e-09
